complexity_level,complexity_description,instruction,sql,rejected
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
        SELECT SUM(""Объем товара, шт."") AS qty_total
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);","SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS qty_total
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE qty_total < (
    SELECT SUM(qty_total) FROM (
