complexity_level,complexity_description,instruction,sql
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";"
